UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000020/2002,15322901000202002,,Divulgado,Aquisição de materiais para construção,,3000063142200253,Nacional,24,,,22/11/2002 08:00,"Rod. 399, km 05 - Zona Rural/RO",,29/11/2002 14:00,,/licitacoes/id/licitacao/15322901000202002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000020/2004,15322901000202004,,Divulgado,Aquisição de Equipamentos de Informáti ca,,3000072235200431,Nacional,23,,,18/11/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,25/11/2004 08:00,,/licitacoes/id/licitacao/15322901000202004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000020/2005,15322905000202005,Eletrônico,Publicado,"Pregão Eletrônico Contratação de Empresa especializada para prestação de servi ços de manutenção corretiva e preventiva de com putadores, impresoras e monitores.",,3000062155200558,Nacional,3,MARIA ROSA SANTOS SILVA,Pregoeira,05/12/2005 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,15/12/2005 10:00,05/12/2005 08:00,02/12/2005
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000020/2006,15322905000202006,Eletrônico,Publicado,Pregão Eletrônico Aquisiçao de Corti nas,,3000062228200613,Nacional,9,VANDERLEI KUIPERS,Pregoeiro,27/07/2006 08:00,Rodovia 399 Km 05 caixa postal 47 - Zona rural/RO,08/08/2006 10:00,27/07/2006 08:00,26/07/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000020/2007,15322905000202007,Eletrônico,Publicado,Pregão Eletrônico Aquisição Produtos Veterinarios Vacinas e medicamentos,,23000062288200796,Nacional,97,VANDERLEI KUIPERS,Pregoeiro,13/07/2007 08:00,Escola Agrotecnica Federal de Colorado Rod. 399 Km 05 caixa postal 51 - Zona Rural/RO,27/07/2007 10:00,13/07/2007 08:00,13/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000020/2008,15322905000202008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de pão f rancês,,23000074280200853,Nacional,1,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,05/09/2008 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,17/09/2008 10:00,05/09/2008 08:00,05/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000020/2009,15322905000202009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Carca ça bovina,,23000062991200966,Nacional,1,VANDERLEI KUIPERS,Pregoeiro,10/06/2009 08:00,Instituto Federal de Rondonia Campus de Colorado do Oeste RO cx postal 51 - Zona Rural/RO,23/06/2009 10:00,10/06/2009 08:00,10/06/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000021/1999,15322901000211999,,Divulgado,Aquisição de microcomputador e cópia CD ROM OEM Sistema Operacional Windows 98.,,3000061750/99-85,Nacional,2,,,13/10/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,21/10/1999 08:00,,/licitacoes/id/licitacao/15322901000211999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000021/2000,15322901000212000,,Divulgado,Aquisição de produtos zootécnicos  e agrícolas.,,3000061695200018,Nacional,173,,,22/08/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,01/09/2000 08:00,,/licitacoes/id/licitacao/15322901000212000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000021/2002,15322901000212002,,Divulgado,Aquisiçao de tinta e toner para impressora e software.,,3000063085000211,Nacional,19,,,04/09/2002 08:00,Rod 399 km 05 - cxp. 47 - Zona Rural/RO,,17/09/2002 08:00,,/licitacoes/id/licitacao/15322901000212002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000021/2004,15322901000212004,,Divulgado,Aquisição de Material Permanente,,3000072257200409,Nacional,8,,,17/11/2004 08:00,Rodovia 399 km 05 caixa postal 47 - Zona Rural/RO,,24/11/2004 08:00,,/licitacoes/id/licitacao/15322901000212004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000021/2005,15322905000212005,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de Equip pamentos Diversos: Eletro-eletrônico, Mobiliá rio e outros.",,3000062318200501,Nacional,33,MARIA ROSA SANTOS SILVA,Pregoeira,06/12/2005 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,16/12/2005 10:00,06/12/2005 08:00,06/12/2005
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000021/2006,15322905000212006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de bate rias para nobreak,,3000062291200629,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,20/07/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,01/08/2006 10:00,20/07/2006 08:00,19/07/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000021/2007,15322905000212007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Milho Concentrados e Rações,,23000062289200731,Nacional,21,MARIA ROSA SANTOS SILVA,Pregoeira,25/07/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,06/08/2007 10:00,25/07/2007 08:00,25/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000021/2008,15322905000212008,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de Mate rial de Embalagem, Acondicionamento e outros",,23000074382200879,Nacional,16,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,15/09/2008 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,25/09/2008 10:00,15/09/2008 08:00,15/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000021/2009,15322905000212009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de gás g lp,,23000062366200914,Nacional,2,RENATO MARCOS SANDI SILVA,Pregoeiro,07/08/2009 08:00,Rod.399 km 05 - Zona rural/RO,20/08/2009 10:00,07/08/2009 08:00,07/08/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000022/1999,15322901000221999,,Divulgado,Aquisição de Gêneros Alimentícios e Material de Limpeza.,,3000061775/99-14,Nacional,21,,,26/10/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,03/11/1999 08:00,,/licitacoes/id/licitacao/15322901000221999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000022/2000,15322901000222000,,Divulgado,Construção do Laboratório de Análises de Solos.,,3000061719200021,Nacional,1,,,08/09/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,19/09/2000 08:00,,/licitacoes/id/licitacao/15322901000222000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000022/2002,15322901000222002,,Divulgado,Serviço de reforma em alojamentos.,,3000063126200261,Nacional,15,,,14/11/2002 08:00,Rod. 399 km 05 - Zona Rural/RO,,29/11/2002 09:00,,/licitacoes/id/licitacao/15322901000222002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000022/2004,15322901000222004,,Divulgado,"Pintura Geral dos Pavilhões Administra tivos, Pedagógico, Pátio e Laboratório de Infor mática",,3000072272200449,Nacional,1,,,29/11/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,06/12/2004 14:00,,/licitacoes/id/licitacao/15322901000222004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000022/2006,15322905000222006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de carca ça bovina,,3000062315200640,Nacional,1,VANDERLEI KUIPERS,Pregoeiro,22/08/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,04/09/2006 10:00,22/08/2006 08:00,21/08/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000022/2007,15322905000222007,Eletrônico,Publicado,Pregão Eletrônico Serviço de Cerca,,23000062293200707,Nacional,1,VANDERLEI KUIPERS,Pregoeiro,23/07/2007 08:00,Escola Agrotecnica Ferderal de Colorado Rod 399 Km 05 caixa Postal 51 - Zona Rural/RO,07/08/2007 10:00,23/07/2007 08:00,23/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000022/2008,15322905000222008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Gêne ros Alimentícios,,23000074377200866,Nacional,106,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,22/09/2008 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,02/10/2008 10:00,22/09/2008 08:00,22/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000022/2009,15322905000222009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de colet ores de lixo e outros,,23000062370200982,Nacional,22,RENATO MARCOS SANDI SILVA,Pregoeiro,07/08/2009 08:00,Rod. 399 km 05 - Zona rural/RO,24/08/2009 10:00,07/08/2009 08:00,07/08/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000023/1999,15322901000231999,,Divulgado,Aquisição de Estufas Agrícolas.,,3000061652/99-66,Nacional,2,,,11/11/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,22/11/1999 08:00,,/licitacoes/id/licitacao/15322901000231999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000023/2002,15322901000232002,,Divulgado,Aquisição de gêneros alimentícios e mat eriais de limpeza.,,3000063204200227,Nacional,23,,,28/11/2002 08:00,Rod 399 km 05 - Zona Rural/RO,,06/12/2002 08:00,,/licitacoes/id/licitacao/15322901000232002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000023/2004,15322901000232004,,Divulgado,Serviço de engenharia elétrica para exe cução do projeto de repotenciamento de rede em baixa tensão e poste de transferência trifásica,,3000072277200471,Nacional,1,,,06/12/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,13/12/2004 14:00,,/licitacoes/id/licitacao/15322901000232004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000023/2006,15322905000232006,Eletrônico,Publicado,Pregão Eletrônico Contratação de Em presa especializada na prestação de serviço de seguro escolar para alunos,,3000062239200672,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,18/08/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,30/08/2006 10:00,18/08/2006 08:00,17/08/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000023/2007,15322905000232007,Eletrônico,Publicado,Pregão Eletrônico Serviço de Elabora ção de Laudo Ambiental,,23000062295200798,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,13/07/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,27/07/2007 10:00,13/07/2007 08:00,13/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000023/2008,15322905000232008,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de Ração Concentrado, milho e outros",,23000074386200857,Nacional,19,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,16/09/2008 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,26/09/2008 10:00,16/09/2008 08:00,16/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000023/2009,15322905000232009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater ial de expediente mapas políticos,,23000062377200902,Nacional,44,RENATO MARCOS SANDI SILVA,Pregoeiro,07/08/2009 08:00,Rod 399 km 05 - Zona rural/RO,19/08/2009 10:00,07/08/2009 08:00,07/08/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000024/1999,15322901000241999,,Publicado,"Aquisição  de equipamentos Agrícolas, Mobiliários, Ferramentas e Material Bibliográfico, nos termos do convênio 127/98,  Contrato de Empréstimo 1052 OC-BR MEC/BID.",,3000061809/99-26,Nacional,400,MARIA APARECIDA BOAVENTURA,Presidente da Comissão Especial de Licitação,25/11/1999 08:00,"Rod. 399, Km 05 - Zona Rural/RO",,03/12/1999 14:00,24/11/1999,/licitacoes/id/licitacao/15322901000241999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000024/2006,15322905000242006,Eletrônico,Publicado,Pregão Eletrônico Aquisicao de Mater ial Eletrico,,23000062346200609,Nacional,49,VANDERLEI KUIPERS,Pregoeiro,18/09/2006 08:00,Rodovia 399 Km 05 caixa postal 51 - Zona Rural/RO,29/09/2006 10:00,18/09/2006 08:00,18/09/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000024/2007,15322905000242007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater ial Agropecuario,,23000062297200787,Nacional,107,VANDERLEI KUIPERS,Pregoeiro,19/07/2007 08:00,Escola Agrotecnica Federal de Colorado Rod. 399 KM 05 Caixa Postal 51 - Zona Rural/RO,31/07/2007 10:00,19/07/2007 08:00,19/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000024/2008,15322905000242008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater iais Veterinarios,,23000074379200855,Nacional,86,VANDERLEI KUIPERS,Pregoeiro,12/09/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,24/09/2008 10:00,12/09/2008 08:00,12/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000025/1999,15322901000251999,,Divulgado,Aquisição de Material  de Expediente e Informática.,,3000061802199987,Nacional,64,,,24/11/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,02/12/1999 08:00,,/licitacoes/id/licitacao/15322901000251999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000025/2000,15322901000252000,,Divulgado,"Aquisição de concentrado, rações e pintinhos",,3000061746200001,Nacional,8,,,19/12/2000 08:00,Rod. 399 km 05 - Zona Rural/RO,,27/12/2000 14:00,,/licitacoes/id/licitacao/15322901000252000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000025/2006,15322905000252006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de medi camentos de uso zootecnicos,,23000062347200645,Nacional,61,MARIA ROSA SANTOS SILVA,Pregoeira,03/10/2006 08:00,Rodovia 399 km 05 cx postal 51 - /RO,16/10/2006 10:00,03/10/2006 08:00,03/10/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000025/2007,15322905000252007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Reagentes,,23000062300200762,Nacional,75,MARIA ROSA SANTOS SILVA,Pregoeira,27/07/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,08/08/2007 10:00,27/07/2007 08:00,27/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000025/2008,15322905000252008,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de fru tas, verduras e legumes",,23000074393200859,Nacional,37,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,16/09/2008 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,26/09/2008 10:00,16/09/2008 08:00,16/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000025/2009,15322905000252009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Livro s,,23000062439200978,Nacional,139,VANDERLEI KUIPERS,Pregoeiro,20/08/2009 08:00,Instituto Federal de Rondonia. Campus de Colorado do Oeste Caixa postal 51 - Zona Ruaral/RO,14/09/2009 10:00,20/08/2009 08:00,20/08/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000026/1999,15322901000261999,,Divulgado,Aquisições de Rações Concentrados  e Medicamentos para Animais.,,3000061792199925,Nacional,92,,,02/12/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,09/12/1999 08:00,,/licitacoes/id/licitacao/15322901000261999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000026/2006,15322905000262006,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de Equi pamentos para laboratório de solos, informática e outros.",,23000062354200647,Internacional,13,MARIA ROSA SANTOS SILVA,Pregoeira,30/11/2006 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,14/12/2006 10:00,30/11/2006 08:00,30/11/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000026/2007,15322905000262007,Presencial,Publicado,Serviço de Cerca,,23000062293200707,Nacional,1,VANDERLEI KUIPERS,Pregoeiro,30/07/2007 08:00,Escola Agrotecnica Federal de Colora do RD 399 KM 05 caixa postal 51 - Zona Rural/RO,,10/08/2007 10:00,30/07/2007,/licitacoes/id/licitacao/15322905000262007/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000026/2008,15322905000262008,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de Herbi cida, fungicida,Insetecida, Adubos e outros",,23000074388200846,Nacional,30,VANDERLEI KUIPERS,Pregoeiro,16/09/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste RO Rod 399 Km 05 Caixa Postal 51 - Zona Rural/RO,26/09/2008 10:00,16/09/2008 08:00,16/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000026/2009,15322905000262009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater ial para banda e fanfarra.,,23000062442200991,Nacional,24,RENATO MARCOS SANDI SILVA,Pregoeiro,24/08/2009 08:00,Rod.399 km 05 - Zona rural/RO,04/09/2009 10:00,24/08/2009 08:00,24/08/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000027/1999,15322901000271999,,Publicado,Serviços de Consultoria nas áreas  de Gestão Escolar e Integração Escola Empresa  de Acordo com o Contrato de Empréstimo 1052/OC-BR/ MEC/BID.,,3000061647/99-26,Nacional,5,MARIA CÉLIA DOS SANTOS,Presidente do Comitê Especial de Seleção,26/11/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,10/12/1999 14:00,25/11/1999,/licitacoes/id/licitacao/15322901000271999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000027/2006,15322905000272006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mate rial de expediente,,23000062350200669,Nacional,101,MARIA ROSA SANTOS SILVA,Pregoeira,21/09/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona rural/RO,03/10/2006 10:00,21/09/2006 08:00,21/09/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000027/2007,15322905000272007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Equip amentos Camara Fria e Modulo de Distribuição,,23000062438200761,Nacional,5,VANDERLEI KUIPERS,Pregoeiro,21/09/2007 08:00,Rod. 399 Km 05 caixa  postal 51 - Zona Rura/RO,05/10/2007 10:00,21/09/2007 08:00,21/09/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000027/2008,15322905000272008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Pão Frances,,23000074280200853,Nacional,1,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,08/09/2008 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,18/09/2008 10:00,08/09/2008 08:00,08/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000027/2009,15322905000272009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de gêner os alimentícios,,23000062447200914,Nacional,68,RENATO MARCOS SANDI SILVA,Pregoeiro,02/09/2009 08:00,Rod.399 km 05 - Zona rural/RO,15/09/2009 10:00,02/09/2009 08:00,02/09/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000028/1999,15322901000281999,,Divulgado,"Aquisição de Gêneros Alimentícios, Mat. de Limpeza, Cama, Mesa e Banho.",,3000061813199901,Nacional,121,,,10/12/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,17/12/1999 08:00,,/licitacoes/id/licitacao/15322901000281999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000028/2006,15322905000282006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de pa peis e outros,,23000062353200601,Nacional,56,MARIA ROSA SANTOS SILVA,Pregoeira,29/09/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,11/10/2006 10:00,29/09/2006 08:00,29/09/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000028/2007,15322905000282007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mate rial de limpeza e higienização,,23000062446200716,Nacional,34,MARIA ROSA SANTOS SILVA,Pregoeira,24/09/2007 08:00,Rodovia 399 km 05 cxpostal 51 - Zona Rural/RO,05/10/2007 10:00,24/09/2007 08:00,24/09/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000028/2008,15322905000282008,Eletrônico,Publicado,Pregão Eletrônico Serviço de Manuten ção de Poços Artesianos e Perfuração,,23000074391200860,Nacional,10,VANDERLEI KUIPERS,Pregoeiro,19/09/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,02/10/2008 10:00,19/09/2008 08:00,19/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000028/2009,15322905000282009,Eletrônico,Publicado,"Pregão Eletrônico Aquisção de Materi sl eletrico, hidraulico e outros",,23000062449200911,Nacional,51,VANDERLEI KUIPERS,Pregoeiro,03/09/2009 08:00,Instituto Federal de Rondonia Campus de Colorado do Oeste Caixa postal51 - Zona Rural/RO,17/09/2009 10:00,03/09/2009 08:00,03/09/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000029/1999,15322901000291999,,Divulgado,"Aquisição de combustíveis,lubrificantes peças para manutenção de veículos e máquinas.",,3000061797/99-49,Nacional,121,,,09/12/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,16/12/1999 14:00,,/licitacoes/id/licitacao/15322901000291999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000029/2006,15322905000292006,Presencial,Publicado,Aquisição de Carcaça Bovina,,23000062315200640,Nacional,1,VANDERLEI KUIPERS,Pregoeiro,05/10/2006 08:00,Ro 399 Km 05 caixa postal 51 - Zona Rural/RO,,20/10/2006 10:00,05/10/2006,/licitacoes/id/licitacao/15322905000292006/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000029/2007,15322905000292007,Presencial,Publicado,Serviço de Serralheria,,23000062445200763,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,24/10/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,,06/11/2007 09:00,24/10/2007,/licitacoes/id/licitacao/15322905000292007/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000029/2008,15322905000292008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Moinho e Máquina de lavar roupa,,23000074433200862,Nacional,2,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,23/09/2008 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,03/10/2008 10:00,23/09/2008 08:00,23/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000029/2009,15322905000292009,Eletrônico,Publicado,Pregão Eletrônico Contratação de Emp resa Especializada em Serviços de Limpeza e Con servação Predial,,23000062450200938,Nacional,1,VANDERLEI KUIPERS,Pregoeiro,16/09/2009 08:00,Instituto Federal de Rondonia Campus de Colorado do o Oeste caixa postal 51 - Zona Rural/RO,28/09/2009 10:00,16/09/2009 08:00,16/09/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000030/1999,15322901000301999,,Divulgado,Confecção e instalação de grades e portões de ferro.,,3000061791/99-62,Nacional,4,,,07/12/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,15/12/1999 08:00,,/licitacoes/id/licitacao/15322901000301999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000030/2006,15322905000302006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mate rial de expediente,,23000062456200662,Nacional,78,MARIA ROSA SANTOS SILVA,Pregoeira,14/11/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,27/11/2006 10:00,14/11/2006 08:00,14/11/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000030/2007,15322905000302007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de livr os,,23000062462200709,Nacional,373,VANDERLEI KUIPERS,Pregoeiro,15/10/2007 08:00,Rodovia 399 KM 05 Caixa Postal 51 - Zona_Rural/RO,26/10/2007 10:00,15/10/2007 08:00,15/10/2007
